機關名稱,標案案號,標案名稱,決標方式,採購金額,預算金額,標的分類,招標方式,採購金額級距,決標日期
臺北市政府消防局,651910817,108年度汰換本市災害應變中心4至7樓門禁系統設備採購案,最低標,500000,500000,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/17
臺北市立成淵高級中學,C10802-1,107學年度第二學期高中部教科書(三民版)採購,最低標,100280,100280,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/18
臺北大眾捷運股份有限公司,B05A04928-3,兒童新樂園保全警衛工作(第3次契約變更),最低標,819161,819161,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/18
臺北市立大安高級工業職業學校,Y081080112,107學年度第2學期教科書(恆山版),最低標,152650,152650,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/15
臺北市立明倫高級中學,1080101,108年度中文圖書採購案,最低標,324000,324000,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/13
臺北市立聯合醫院,R107175,【廚房排煙系統油汙清洗(107)】1批,最低標,2424000,1616000,勞務類,公開招標,公告金額以上未達查核金額,2019/1/29
臺北市立聯合醫院,R108004,臺北市立聯合醫院108-109 年員工作業環境測定採購案,最低標,1890268,1512642,勞務類,公開招標,公告金額以上未達查核金額,2019/1/29
臺北市內湖區健康服務中心,NH108002,108年度防疫工時人員勞務採購案,最有利標,662570,662570,勞務類,公開取得報價單或企劃書,未達公告金額,2019/1/29
臺北市中正區東門國民小學,108003,108年幼兒園雜貨食材類財物採購案,最有利標,302791,302791,財物類,公開取得報價單或企劃書,未達公告金額,2019/1/30
臺北市公共運輸處,1071221,108年度租用100輛身心障礙者小型冷氣車運輸服務,最有利標,609000000,406000000,勞務類,公開招標,巨額,2019/3/19
臺北市公共運輸處,1080107,108年智慧型站牌建置案,最有利標,48000000,25000000,財物類,公開招標,公告金額以上未達查核金額,2019/2/20
臺北市立木柵高級工業職業學校,108015,108年配管材料(開口合約),最低標,478330,367946,財物類,公開取得報價單或企劃書,未達公告金額,2019/1/29
臺北市政府勞動局,Y108009,108年社群網站勞動教育影音課程,最有利標,1500000,1500000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/3/6
臺北市政府,1071115S0174a108,108至111年度機電設備操作管理作業勞務採購案(A標),最低標,157858500,157858500,勞務類,公開招標,巨額,2019/1/30
臺北市立美術館,108PG0008,2019威尼斯雙年展台灣館國際推廣活動宣傳委託案,最有利標,500000,500000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/26
臺北市立聯合醫院,Z10703,108-109年度濃縮中藥和成藥招標案,最低標,23419256,71125866,財物類,公開招標,公告金額以上未達查核金額,2019/2/12
臺北市政府工務局公園路燈工程管理處,108S016,108年度大直橋等橋樑及河濱公園景觀照明委託管理維護,最低標,15672332,7000000,勞務類,公開招標,查核金額以上未達巨額,2019/1/29
臺北市政府工務局衛生下水道工程處,S10824107058,108年度污水下水道水質列管用戶委外稽查案(預約式契約) ,最低標,8800000,4400000,勞務類,公開招標,公告金額以上未達查核金額,2019/1/31
臺北大眾捷運股份有限公司,C08A01123,水平閥調整連桿軸承座等2項採購,最低標,341339,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/1/30
臺北市都市更新處,108021, 108年度「臺北市都市再生學苑及社區營造基地營運」委託專業服務案,最有利標,3500000,3500000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/3/29
臺北市士林區士林國民小學,A10806,中央廚房設施設備改善工程委託設計技術服務勞務採購,最有利標,275849,275849,勞務類,公開取得報價單或企劃書,未達公告金額,2019/1/29
臺北市立聯合醫院,S108011,微創脊椎手術器械組,最低標,310000,310000,財物類,公開取得報價單或企劃書,未達公告金額,2019/1/30
臺北市立松山高級中學,10801,108年度校內水管改善工程,最低標,1646000,1646000,工程類,公開招標,公告金額以上未達查核金額,2019/2/18
臺北市政府都市發展局,1080119N,108年度臺北市各出租國宅社區發電機設備檢測維護保養,最低標,775057,775057,勞務類,公開取得報價單或企劃書,未達公告金額,2019/1/30
臺北市政府捷運工程局第一區工程處,CT206F,CT206F捷運淡水信義線明德站增設出入口統包工程,最有利標,23970210,23970210,工程類,公開招標,公告金額以上未達查核金額,2019/3/7
臺北市政府環境保護局北投垃圾焚化廠,PT108824,108年度回饋設施洲美運動公園除草作業,最低標,245000,175000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/25
臺北市政府文化局,108A111,臺北藝術園區─臺北市立美術館擴建案涉及國定圓山考古遺址範圍調查考古試掘計畫,最低標,6800000,6800000,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/1/17
臺北大眾捷運股份有限公司,C07A08667,CF記憶卡採購,最低標,393221,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/1/31
臺北市立國樂團,108010,108年《安平風雲》樂譜繕譜採購案,最有利標,200000,200000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/1
臺北市立松山高級工農職業學校,108A001C-4,107學年度第2學期教科書,最低標,365460,365460,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/18
臺北市立大理高級中學,108103,改善校園無障礙電梯工程委託技術服務,最有利標,256880,256880,勞務類,公開取得報價單或企劃書,未達公告金額,2019/1/29
臺北市立圖書館,108L022,「108年委託辦理行動書車閱讀活動」採購案,最有利標,6000000,3000000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/2/25
臺北市立交響樂團,10813,108年樂器搬運暨舞台場地委外整理服務採購案,最低標,2200000,2200000,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/1/24
臺北市立士林幼兒園,10802,108年度防災教育種子幼兒園防災頭套採購案,最有利標,268380,268380,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/12
臺北大眾捷運股份有限公司,C08A00361,電源供應器採購,最低標,532950,532950,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/12
臺北市文山區健康服務中心,108-002,108年防疫工時人員,最有利標,715250,715250,勞務類,公開取得報價單或企劃書,未達公告金額,2019/1/31
臺北市政府財政局,CA1080101,財產管理系統介接本府智慧支付平台,最有利標,350000,350000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/26
臺北大眾捷運股份有限公司,B06A00103-2,中和新蘆及松山線車站清潔維護工作(第2次契約變更),最低標,5713353,5713353,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/1/23
臺北市立聯合醫院,S108025,新生兒處理台,最低標,1050000,1050000,財物類,公開招標,公告金額以上未達查核金額,2019/2/13
臺北市政府工務局水利工程處,H108022,108年臺北市水災自主韌性防災社區推動工作,最有利標,4950000,2450000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/4/2
臺北市立美術館,108RE0013,108年《現代美術季刊》印製案,最有利標,640000,640000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/15
臺北市立景美女子高級中學,10805-06,107學年度第2學期教科書採購案-康熹版,最低標,220365,220365,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/16
臺北市立大學,C108016,教育部108年度校園外來入侵種及動植物疫病防治輔導團計畫-車輛承租,最低標,700000,350000,財物類,公開取得報價單或企劃書,未達公告金額,2019/1/31
臺北市立和平高級中學,10805,108年度圖書與多媒體財物採購,最低標,161438,161438,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/13
臺北市稅捐稽徵處,1080122704,108年至110年經常性印刷品採購案第1次後續邀標(一般印刷及電腦套版印刷),最低標,1781087,1781087,勞務類,選擇性招標(建立合格廠商名單後續邀標),公告金額以上未達查核金額,2019/2/15
臺北市政府捷運工程局第二區工程處,CR580C-CK571A-01,臺北都會區大眾捷運系統信義線東延段CR580C區段標工程之CK571A子施工標第1次契約變更案新增項目,最低標,8756830,8756830,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/1/8
臺北市政府環境保護局,108s031,106年度臺北市山區道路及山溝廢棄物清除,最低標,1200000,600000,勞務類,公開招標,公告金額以上未達查核金額,2019/2/14
臺北市政府文化局,108A121,日治時期臺灣新文學運動展示規劃研究與文案撰寫案,最有利標,440000,440000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/3/11
臺北市政府警察局信義分局,A108011,六張犁派出所裝修工程,最低標,4606215,4606215,工程類,公開招標,公告金額以上未達查核金額,2019/2/12
臺北市政府工務局新建工程處,coop10801,「臺北市忠孝東路等東西軸線路段及周邊人行環境改善工程」委託規劃設計技術服務,最有利標,18490684,8447088,勞務類,限制性招標(經公開評選或公開徵求),查核金額以上未達巨額,2019/5/9
臺北市政府兵役局,DOCMS10811,108年度車輛運輸開口契約,最低標,696500,696500,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/18
臺北市政府,1080111C0002,變電站電源改善工程,最低標,9298963,9298963,工程類,公開招標,公告金額以上未達查核金額,2019/2/19
臺北市政府警察局刑事警察大隊,CID10821,採證器材消耗材料,最低標,1604756,1604756,財物類,公開招標,公告金額以上未達查核金額,2019/2/14
臺北市內湖區公所,1081003,臺北市內湖區108年度基層建設人員出國考察勞務委託服務案,最有利標,1072500,1072500,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/3/19
臺北市政府消防局,651810809,108年度搜索引導發光繩採購案,最低標,1200000,600000,財物類,公開招標,公告金額以上未達查核金額,2019/2/13
臺北市立中正高級中學,108005,108年度物理化學專科教室改善委託規劃設計及監造技術服務,最有利標,273400,273400,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/12
臺北市立國樂團,108012,108年度刊物宣傳廣告,最低標,640320,640320,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/30
臺北市政府,1070918C0156,臺北市南港區南港機廠基地公共住宅統包工程,最有利標,7960000000,7300000000,工程類,公開招標,巨額,2019/2/25
臺北市立國樂團,108018,108年度電台廣告,最有利標,3300000,1100000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/2/27
